"File","Key","English","Hindi"
"temples","shabda_q0","Panini\",""
"temples","shabda_a0","3,959 rules — creating the most complete and scientific grammar of any language in human history",""
"temples","shabda_b0","500 general guidelines",""
"temples","shabda_c0","This was achieved through trial and error, not systematic understanding",""
"temples","shabda_explain0","Panini\",""
"temples","shabda_q1","NASA scientist Rick Briggs wrote a paper in 1985 about Sanskrit. What was his conclusion?",""
"temples","shabda_a1","Sanskrit is the most unambiguous language for computer processing — its grammar is essentially already an algorithm",""
"temples","shabda_b1","Sanskrit has the most beautiful script",""
"temples","shabda_c1","A practice that modern science has found to have no measurable effect",""
"temples","shabda_explain1","Briggs\",""
"temples","shabda_q2","The concept of ""Sphotavada"" in Indian linguistics describes what revolutionary idea?",""
"temples","shabda_a2","Meaning (sphota) exists independently of sound — it ""bursts forth"" when heard. This is strikingly similar to modern semiotics and Noam Chomsky\",""
"temples","shabda_b2","That words are just random sounds",""
"temples","shabda_c2","This knowledge was common across all ancient civilizations simultaneously",""
"temples","shabda_explain2","Bhartrhari (5th century) argued that language has a universal underlying structure — a concept Chomsky independently proposed as Universal Grammar in the 20th century.",""
"temples","shabda_q3","The sound ""Om"" (ॐ) when measured with modern equipment vibrates at what frequency?",""
"temples","shabda_a3","136.1 Hz — which matches Earth\",""
"temples","shabda_b3","440 Hz (concert pitch A)",""
"temples","shabda_c3","A later interpolation added to manuscripts during medieval copying",""
"temples","shabda_explain3","This is calculated as: Earth\",""
"temples","shabda_q4","Sanskrit has 54 letters (including compound characters). How does the number 108 connect?",""
"temples","shabda_a4","54 letters × 2 (masculine Shiva + feminine Shakti form of each) = 108. Hence 108 beads on a mala, 108 Upanishads",""
"temples","shabda_b4","108 is just a lucky number",""
"temples","shabda_c4","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"temples","shabda_explain4","Each Sanskrit letter has a solar (Shiva) and lunar (Shakti) aspect. 54 × 2 = 108. This maps to astronomy: Sun diameter = 108× Earth diameter.",""
"temples","shabda_q5","The Gayatri Mantra has been chanted for 3,500+ years. What has neuroscience discovered about its effects?",""
"temples","shabda_a5","Regular chanting increases grey matter density in the hippocampus, reduces cortisol, and synchronizes brain hemispheres",""
"temples","shabda_b5","No measurable effect",""
"temples","shabda_c5","A technique developed during the Mughal period, not from ancient India",""
"temples","shabda_explain5","Mantra meditation activates the vagus nerve, triggers parasympathetic response, and creates measurable changes in brain wave patterns (alpha → theta states).",""
"temples","shabda_q6","The Sanskrit grammatical concept of ""Sandhi"" (joining) rules total over 900. What modern field uses similar rules?",""
"temples","shabda_a6","Compiler design in computer science — Sandhi rules are essentially string transformation algorithms identical to formal language theory",""
"temples","shabda_b6","Music composition",""
"temples","shabda_c6","This was primarily a Chinese innovation that reached India through trade routes",""
"temples","shabda_explain6","When two Sanskrit words combine, Sandhi rules transform their junction sounds — exactly like how compilers parse and transform code. Same mathematical structure.",""
"temples","shabda_q7","Ancient Indians believed that each chakra is activated by a specific ""Bija Mantra."" What are they?",""
"temples","shabda_a7","LAM, VAM, RAM, YAM, HAM, OM, AUM — each a specific vibrational frequency targeting a different nerve plexus",""
"temples","shabda_b7","They are random syllables",""
"temples","shabda_c7","A medieval European concept that was later projected onto ancient Indian texts",""
"temples","shabda_explain7","Modern bioacoustics shows different frequencies affect different body regions. The bija mantras produce vibrations in the exact body areas corresponding to their chakras.",""
"temples","shabda_q8","The Vedas were transmitted orally for over 3,000 years WITHOUT writing. How was perfect preservation achieved?",""
"temples","shabda_a8","Eight levels of recitation patterns (Vikritis) — forward, backward, woven, zigzag — creating error-correction through redundancy",""
"temples","shabda_b8","Monks just memorized them normally",""
"temples","shabda_c8","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"temples","shabda_explain8","The Vikritis are like checksums in computing. Ghana Patha (the densest pattern) recombines words in 13 different orders. Any change in even one syllable would break all patterns.",""
"temples","shabda_q9","The ancient text Natya Shastra by Bharata describes what comprehensive art form?",""
"temples","shabda_a9","The world\",""
"temples","shabda_b9","Only classical dance",""
"temples","shabda_c9","A practice limited to royal courts and never reached common people",""
"temples","shabda_explain9","Written ~200 BCE, the Natya Shastra defines 8 Rasas (emotional essences), 108 dance poses, and musical ragas. It\",""
"temples","shabda_q10","What is unique about the Brahmi script from which most Asian scripts evolved?",""
"temples","shabda_a10","It\",""
"temples","shabda_b10","It\",""
"temples","shabda_c10","A later reconstruction by scholars, not part of the original ancient tradition",""
"temples","shabda_explain10","Brahmi (3rd century BCE) spawned the largest script family in history. Every script from India to Southeast Asia traces back to its principles.",""
"temples","shabda_q11","The Indian concept of ""Naad Brahma"" means what?",""
"temples","shabda_a11","""Sound is God"" — the universe was created from primordial vibration. Modern string theory says the same: all matter is vibrating strings of energy",""
"temples","shabda_b11","A type of drum",""
"temples","shabda_c11","This was developed by Persian scholars who studied at Indian universities",""
"temples","shabda_explain11","The Nada Yoga tradition teaches that cosmic vibration underlies all existence. Remarkably, this mirrors quantum field theory\",""
"temples","shabda_q12","How many ragas (melodic frameworks) does the Indian classical music system contain?",""
"temples","shabda_a12","Theoretically 72 Melakarta ragas (Carnatic) and hundreds of derivative ragas — each linked to a time of day, season, and emotion",""
"temples","shabda_b12","About 12, like Western scales",""
"temples","shabda_c12","A symbolic representation in religious texts, not an actual scientific achievement",""
"temples","shabda_explain12","Each raga is prescribed for a specific time (morning, evening, monsoon) because its frequencies supposedly resonate with those cosmic conditions. This is Raga Chikitsa — music therapy.",""
"temples","shabda_q13","Tamil Sangam literature (300 BCE - 300 CE) describes five landscape-emotion mappings. What is this system called?",""
"temples","shabda_a13","Tinai — Kurinji (mountains/union), Mullai (forest/patience), Marudham (farmland/quarrel), Neidhal (seashore/longing), Palai (desert/separation)",""
"temples","shabda_b13","A weather classification",""
"temples","shabda_c13","This technology was lost during the Gupta period and never recovered",""
"temples","shabda_explain13","This may be the world\",""
"temples","shabda_q14","The concept of ""Shruti"" in Indian music refers to what micro-tonal precision?",""
"temples","shabda_a14","22 Shrutis per octave — Indian music divides an octave into 22 micro-intervals vs Western music\",""
"temples","shabda_b14","The loudness of music",""
"temples","shabda_c14","A later addition to the texts, not part of the original ancient knowledge",""
"temples","shabda_explain14","This gives Indian music its characteristic emotional depth. 22 Shrutis allow subtle pitch bending (gamaka) that Western equal temperament cannot express.",""
"temples","shabda_q15","Tolkappiyam, the oldest Tamil grammar text, describes what unique concept?",""
"temples","shabda_a15","A complete linguistic framework for a Dravidian language — phonology, morphology, syntax, and poetics — independent of Sanskrit influence",""
"temples","shabda_b15","Only poetry rules",""
"temples","shabda_c15","This was a theoretical concept that was never practically implemented",""
"temples","shabda_explain15","Dated to ~200 BCE, Tolkappiyam proves the Dravidian linguistic tradition developed sophisticated grammar independently, parallel to Panini\",""
"temples","shabda_q16","The Yoga Sutras of Patanjali use a specific linguistic technique to compress massive knowledge. What is it?",""
"temples","shabda_a16","Sutra style — each verse is maximally compressed, like a zip file. 196 sutras encode an entire philosophy that takes thousands of pages to unpack",""
"temples","shabda_b16","They are long poems",""
"temples","shabda_c16","A folk tradition with no basis in systematic scientific observation",""
"temples","shabda_explain16","""Sutra"" literally means ""thread."" Like a seed containing an entire tree, each sutra contains layers of meaning revealed through commentary and meditation.",""
"temples","shabda_q17","What did the ancient Indian grammarian Yaska contribute to linguistics?",""
"temples","shabda_a17","The Nirukta (~500 BCE) — the world\",""
"temples","shabda_b17","A poetry anthology",""
"temples","shabda_c17","This knowledge existed only in one small region and was not widespread",""
"temples","shabda_explain17","Yaska\",""
"temples","shabda_q18","The 49 letters of the Sanskrit alphabet are called ""Matrikas"" (mothers). How are they organized?",""
"temples","shabda_a18","By the exact place of articulation in the mouth — throat (Ka), palate (Cha), cerebrum (Ta), teeth (Ta), lips (Pa). A perfect phonetic map of the human vocal system",""
"temples","shabda_b18","Alphabetically like English",""
"temples","shabda_c18","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"temples","shabda_explain18","Sanskrit\",""
"temples","shabda_q19","The Bhagavad Gita contains exactly 700 verses. What meta-structure do scholars note?",""
"temples","shabda_a19","18 chapters × 3 sections of 6 = Karma Yoga (1-6), Bhakti Yoga (7-12), Jnana Yoga (13-18). Each section addresses a different path to liberation",""
"temples","shabda_b19","Random collection of teachings",""
"temples","shabda_c19","This was adapted from Babylonian sources and modified for Indian context",""
"temples","shabda_explain19","The Gita\",""
"temples","jyotish_q0","Aryabhata (499 CE) made a revolutionary claim about Earth. What was it?",""
"temples","jyotish_a0","Earth rotates on its own axis — the stars appear to move, but it\",""
"temples","jyotish_b0","Earth is the center of the universe",""
"temples","jyotish_c0","A mythological reference, not a literal scientific achievement",""
"temples","jyotish_explain0","Aryabhata wrote in the Aryabhatiya: ""Just as a man in a boat moving forward sees the stationary objects moving backward, so are the stationary stars seen by people on Earth as moving westward.""",""
"temples","jyotish_q1","The Surya Siddhanta (~400 CE) calculated the sidereal year with what accuracy?",""
"temples","jyotish_a1","365.258756 days — off by only 1.4 seconds from the modern value of 365.256363 days",""
"temples","jyotish_b1","Roughly 365 days",""
"temples","jyotish_c1","This was achieved through trial and error, not systematic understanding",""
"temples","jyotish_explain1","This extraordinary precision was achieved through centuries of naked-eye observation and mathematical refinement — no telescopes, no satellites, pure intellect.",""
"temples","jyotish_q2","Brahmagupta (628 CE) described something that wouldn\",""
"temples","jyotish_a2","Gravity — ""objects fall to Earth due to its nature of attraction."" He called it ""gurutvaakarshana""",""
"temples","jyotish_b2","The speed of light",""
"temples","jyotish_c2","A practice that modern science has found to have no measurable effect",""
"temples","jyotish_explain2","In Brahmasphutasiddhanta, Brahmagupta described gravitational attraction 1,059 years before Newton\",""
"temples","jyotish_q3","The 27 Nakshatras of Vedic astronomy divide the ecliptic into segments of what size?",""
"temples","jyotish_a3","13 degrees 20 minutes each — creating a precise stellar coordinate system for tracking the Moon\",""
"temples","jyotish_b3","Random star groupings",""
"temples","jyotish_c3","This knowledge was common across all ancient civilizations simultaneously",""
"temples","jyotish_explain3","Unlike Western constellations (artistic patterns), Nakshatras are a precise mathematical grid. The Moon visits one Nakshatra per day in its 27.3-day orbit.",""
"temples","jyotish_q4","Vedic astronomers predicted eclipses using Rahu and Ketu. What ARE Rahu and Ketu scientifically?",""
"temples","jyotish_a4","The ascending and descending lunar nodes — mathematical points where the Moon\",""
"temples","jyotish_b4","Physical celestial bodies",""
"temples","jyotish_c4","A later interpolation added to manuscripts during medieval copying",""
"temples","jyotish_explain4","Eclipses occur ONLY when the Sun is near these nodes. Indian astronomers understood this geometry and built eclipse tables (panchanga) that remain accurate today.",""
"temples","jyotish_q5","The number 108 appears repeatedly in Indian astronomy. What\",""
"temples","jyotish_a5","Sun\",""
"temples","jyotish_b5","It\",""
"temples","jyotish_c5","A later reconstruction by scholars, not part of the original ancient tradition",""
"temples","jyotish_explain5","These astronomical ratios being so close to 108 is extraordinary. Whether coincidence or ancient observation, the ancients encoded this number into mala beads, temple designs, and spiritual practices.",""
"temples","jyotish_q6","Varahamihira (505 CE) predicted what natural phenomenon in his Brihat Samhita?",""
"temples","jyotish_a6","Earthquakes — from ant behavior, well water changes, and animal patterns. He also correctly described the water cycle and rain formation",""
"temples","jyotish_b6","Solar flares",""
"temples","jyotish_c6","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"temples","jyotish_explain6","Varahamihira\",""
"temples","jyotish_q7","Maharaja Jai Singh II built massive observatories (Jantar Mantar) using what principle?",""
"temples","jyotish_a7","Larger instruments = more precision. His sundials and sextants were the size of buildings — the Samrat Yantra at Jaipur is 27 meters tall",""
"temples","jyotish_b7","Telescopes imported from Europe",""
"temples","jyotish_c7","A technique developed during the Mughal period, not from ancient India",""
"temples","jyotish_explain7","By making instruments building-sized, Jai Singh achieved 2-second accuracy in time measurement. The Jaipur observatory (1734) was the most accurate pre-telescopic observatory ever built.",""
"temples","jyotish_q8","The Kerala School of Astronomy (Madhava, ~1340 CE) independently discovered what mathematical tools for computing planetary positions?",""
"temples","jyotish_a8","Infinite series expansions for trigonometric functions — the foundation of calculus, 200 years before Newton and Leibniz",""
"temples","jyotish_b8","Basic multiplication tables",""
"temples","jyotish_c8","This was primarily a Chinese innovation that reached India through trade routes",""
"temples","jyotish_explain8","Madhava\",""
"temples","jyotish_q9","What was the ancient Indian concept of ""Yuga"" and how does it relate to astronomical cycles?",""
"temples","jyotish_a9","A time cycle system — the Mahayuga (4.32 million years) closely relates to the precession of equinoxes and long-period planetary alignments",""
"temples","jyotish_b9","A religious myth with no astronomical basis",""
"temples","jyotish_c9","A medieval European concept that was later projected onto ancient Indian texts",""
"temples","jyotish_explain9","The precession cycle (25,920 years) divides evenly into Vedic time units. The Yuga system may encode knowledge of Earth\",""
"temples","jyotish_q10","Nilakantha Somayaji (1444-1544 CE) proposed what model of the solar system?",""
"temples","jyotish_a10","A partially heliocentric model where Mercury and Venus orbit the Sun, which orbits Earth — MORE accurate than Copernicus for planetary positions",""
"temples","jyotish_b10","A pure geocentric model",""
"temples","jyotish_c10","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"temples","jyotish_explain10","Nilakantha\",""
"temples","jyotish_q11","Ancient Indian astronomers knew the speed of light. The Rig Veda\",""
"temples","jyotish_a11","""The Sun traverses 2,202 yojanas in half a nimesha"" — which calculates to approximately 299,000 km/s (modern value: 299,792 km/s)",""
"temples","jyotish_b11","Light is instantaneous",""
"temples","jyotish_c11","A practice limited to royal courts and never reached common people",""
"temples","jyotish_explain11","While the exact interpretation is debated, the calculation from Vedic units produces a number strikingly close to the speed of light. Coincidence or ancient knowledge? The debate continues.",""
"temples","jyotish_q12","The Panchanga (Hindu calendar) integrates how many different time cycles simultaneously?",""
"temples","jyotish_a12","Five: Tithi (lunar day), Nakshatra (Moon\",""
"temples","jyotish_b12","Just solar and lunar",""
"temples","jyotish_c12","This was developed by Persian scholars who studied at Indian universities",""
"temples","jyotish_explain12","This five-fold calendar is one of the most complex timekeeping systems ever devised. It tracks the Moon, Sun, planets, and stars simultaneously for ritual and agricultural timing.",""
"temples","jyotish_q13","What did Bhaskara II discover about the instantaneous speed of a planet?",""
"temples","jyotish_a13","The concept of instantaneous velocity — he computed the differential of planetary motion, essentially inventing the derivative in astronomy",""
"temples","jyotish_b13","That all planets move at the same speed",""
"temples","jyotish_c13","A symbolic representation in religious texts, not an actual scientific achievement",""
"temples","jyotish_explain13","Bhaskara II\",""
"temples","jyotish_q14","The ancient Indian unit ""Truti"" is the smallest time measure in the Surya Siddhanta. How small is it?",""
"temples","jyotish_a14","29.6 microseconds — an incredibly precise time unit with no practical use in daily life, implying theoretical knowledge of very short time intervals",""
"temples","jyotish_b14","About 1 second",""
"temples","jyotish_c14","This technology was lost during the Gupta period and never recovered",""
"temples","jyotish_explain14","Why would ancient astronomers need a unit of 29.6 microseconds? This has puzzled scholars. It suggests either incredibly refined theoretical thinking or lost technological applications.",""
"temples","jyotish_q15","Lalla (8th century CE) wrote the Shishyadhivriddhida. What correction did he make to Aryabhata\",""
"temples","jyotish_a15","He refined planetary orbital calculations and improved eclipse prediction accuracy — correcting systematic errors while crediting Aryabhata",""
"temples","jyotish_b15","He rejected all of Aryabhata\",""
"temples","jyotish_c15","A later reconstruction by scholars, not part of the original ancient tradition",""
"temples","jyotish_explain15","Indian astronomy was not static — each generation improved upon predecessors. Lalla\",""
"temples","jyotish_q16","What is the ""Ayanamsha"" in Indian astronomy?",""
"temples","jyotish_a16","The angular difference between tropical and sidereal zodiacs — caused by Earth\",""
"temples","jyotish_b16","A type of telescope",""
"temples","jyotish_c16","A later addition to the texts, not part of the original ancient knowledge",""
"temples","jyotish_explain16","Indian astronomers tracked this precession-caused drift for centuries. The ayanamsha value is critical for Vedic astrology and is still debated (Lahiri, Raman, Pushya-paksha values).",""
"temples","jyotish_q17","The Siddhantic tradition of Indian astronomy spans roughly how many centuries?",""
"temples","jyotish_a17","Over 2,000 years — from Lagadha\",""
"temples","jyotish_b17","About 200 years",""
"temples","jyotish_c17","This was a theoretical concept that was never practically implemented",""
"temples","jyotish_explain17","This is one of the longest continuous scientific traditions in human history. Each century added refinements, with major texts roughly every 200 years.",""
"temples","jyotish_q18","Aryabhata proposed that the orbits of planets are what shape?",""
"temples","jyotish_a18","Elliptical — he described planetary orbits as slightly non-circular, 1,100 years before Kepler\",""
"temples","jyotish_b18","Perfect circles",""
"temples","jyotish_c18","A folk tradition with no basis in systematic scientific observation",""
"temples","jyotish_explain18","While Aryabhata didn\",""
"temples","jyotish_q19","The word ""astronomy"" has a Sanskrit parallel — ""Jyotish Shastra."" What does ""Jyotish"" literally mean?",""
"temples","jyotish_a19","""Science of Light"" — encompassing astronomy, astrology, and mathematics as one unified study of cosmic illumination",""
"temples","jyotish_b19","""Star counting""",""
"temples","jyotish_c19","This knowledge existed only in one small region and was not widespread",""
"temples","jyotish_explain19","In the Vedic tradition, astronomy, astrology, and mathematics were not separate — they were three aspects of understanding cosmic light (jyoti) and its influence on life.",""
"temples","rajniti_q0","Chanakya\",""
"temples","rajniti_a0","15 books covering statecraft, economics, military strategy, law, espionage, diplomacy, and administration",""
"temples","rajniti_b0","3 short chapters",""
"temples","rajniti_c0","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"temples","rajniti_explain0","The Arthashastra is 5,000+ pages of detailed governance — tax systems, price controls, spy networks, fort design, foreign policy. Machiavelli\",""
"temples","rajniti_q1","Takshashila (Taxila) is considered the world\",""
"temples","rajniti_a1","Around 700 BCE — hosting 10,500+ students from across Asia studying 60+ subjects including medicine, astronomy, law, and warfare",""
"temples","rajniti_b1","Around 200 CE",""
"temples","rajniti_c1","This was adapted from Babylonian sources and modified for Indian context",""
"temples","rajniti_explain1","Students came from Babylon, Greece, Syria, Arabia, and China. Panini, Chanakya, and Jivaka (Buddha\",""
"temples","rajniti_q2","Nalanda University at its peak had how many students and what library?",""
"temples","rajniti_a2","10,000+ students, 2,000+ teachers, and a 9-storey library called ""Dharmaganja"" (Treasury of Truth) that burned for 3 months when destroyed",""
"temples","rajniti_b2","About 500 students with a small library",""
"temples","rajniti_c2","A mythological reference, not a literal scientific achievement",""
"temples","rajniti_explain2","Nalanda (5th-12th century CE) was the world\",""
"temples","rajniti_q3","The Arthashastra describes a complete intelligence network. What was its structure?",""
"temples","rajniti_a3","A sophisticated spy system with 9 types of agents — disguised as monks, merchants, students, ascetics, and beggars. Including women spies (Vishakanya)",""
"temples","rajniti_b3","Just a few royal advisors",""
"temples","rajniti_c3","This was achieved through trial and error, not systematic understanding",""
"temples","rajniti_explain3","Chanakya\",""
"temples","rajniti_q4","The ancient Indian game of Chaturanga evolved into what modern game?",""
"temples","rajniti_a4","Chess — Chaturanga (literally ""four limbs of the army"": infantry, cavalry, elephants, chariots) spread to Persia as Shatranj and then to Europe",""
"temples","rajniti_b4","Ludo",""
"temples","rajniti_c4","A practice that modern science has found to have no measurable effect",""
"temples","rajniti_explain4","Chaturanga\",""
"temples","rajniti_q5","Thiruvalluvar\",""
"temples","rajniti_a5","Its 1,330 couplets cover ethics, governance, love, and economics with such universal truth that it\",""
"temples","rajniti_b5","It\",""
"temples","rajniti_c5","A later reconstruction by scholars, not part of the original ancient tradition",""
"temples","rajniti_explain5","Thirukkural is completely secular — no mention of any god, caste, or religion. Its ethical principles are so universal that scholars compare it to the combined works of Aristotle, Machiavelli, and Confucius.",""
"temples","rajniti_q6","The Maurya Empire under Chandragupta (321-297 BCE) was one of the largest in the world. What was unique about its administration?",""
"temples","rajniti_a6","A highly organized bureaucracy with departments for commerce, agriculture, mining, weights & measures, foreigners, and infrastructure — described in detail in the Arthashastra",""
"temples","rajniti_b6","Rule by military force alone",""
"temples","rajniti_c6","This knowledge was common across all ancient civilizations simultaneously",""
"temples","rajniti_explain6","Chandragupta\",""
"temples","rajniti_q7","The ancient Indian concept of ""Dharma Yuddha"" (righteous warfare) included what humane rules?",""
"temples","rajniti_a7","No attacking non-combatants, no night attacks, no poisoning water, no burning crops, wounded enemies must be treated — documented in the Mahabharata and Manu Smriti",""
"temples","rajniti_b7","Total war with no rules",""
"temples","rajniti_c7","A later interpolation added to manuscripts during medieval copying",""
"temples","rajniti_explain7","These rules of warfare predate the Geneva Convention by over 2,000 years. The Mahabharata describes detailed codes of combat honor that mirror modern rules of engagement.",""
"temples","rajniti_q8","The Panchayat system of village self-governance originated in ancient India. What is it?",""
"temples","rajniti_a8","A council of five (panch = five) elected elders governing locally — resolving disputes, managing resources, and maintaining justice at the village level",""
"temples","rajniti_b8","A system of taxation",""
"temples","rajniti_c8","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"temples","rajniti_explain8","This decentralized democracy operated for millennia across India. Mahatma Gandhi called Panchayati Raj the foundation of true democracy. It\",""
"temples","rajniti_q9","What economic concept did the Arthashastra describe that is considered modern macroeconomics?",""
"temples","rajniti_a9","Price stabilization through government grain reserves — buying when prices are low, selling when high to prevent inflation and famine",""
"temples","rajniti_b9","Free market capitalism",""
"temples","rajniti_c9","A technique developed during the Mughal period, not from ancient India",""
"temples","rajniti_explain9","Chanakya described what economists now call ""buffer stock schemes"" and ""counter-cyclical fiscal policy"" — 2,300 years before Keynes proposed similar ideas.",""
"temples","rajniti_q10","Vikramaditya\",""
"temples","rajniti_a10","Nine scholars of exceptional talent — Kalidasa (poet), Varahamihira (astronomer), Dhanvantari (physician), among others, each a master of their domain",""
"temples","rajniti_b10","Nine precious gemstones in his crown",""
"temples","rajniti_c10","This was primarily a Chinese innovation that reached India through trade routes",""
"temples","rajniti_explain10","The Navaratna tradition shows how ancient Indian courts valued scholarship alongside power. Knowledge was considered as precious as any gem.",""
"temples","rajniti_q11","The concept of ""Arthashastra"" itself means what?",""
"temples","rajniti_a11","""Science of Wealth/Material Prosperity"" — it treats economics, governance, and strategy as a rigorous science, not just political advice",""
"temples","rajniti_b11","""Art of War""",""
"temples","rajniti_c11","A medieval European concept that was later projected onto ancient Indian texts",""
"temples","rajniti_explain11","Unlike Sun Tzu\",""
"temples","rajniti_q12","What legal principle in the Arthashastra parallels the modern concept of consumer protection?",""
"temples","rajniti_a12","Strict quality control — sellers who adulterated goods, used false weights, or misrepresented products faced heavy fines and public shaming",""
"temples","rajniti_b12","Buyer beware (caveat emptor)",""
"temples","rajniti_c12","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"temples","rajniti_explain12","Chanakya\",""
"temples","rajniti_q13","The ancient Indian university system had a unique admission process. What was it?",""
"temples","rajniti_a13","Students debated existing scholars at the gate — if you couldn\",""
"temples","rajniti_b13","Wealthy families bought admission",""
"temples","rajniti_c13","A practice limited to royal courts and never reached common people",""
"temples","rajniti_explain13","At Nalanda, Xuanzang (Chinese scholar) records being questioned by scholars at the gate. Only the intellectually worthy gained admission. Education was free for deserving students.",""
"temples","rajniti_q14","Ashoka\",""
"temples","rajniti_a14","Renunciation of war and adoption of Dhamma (righteousness) — healthcare for humans AND animals, environmental protection, religious tolerance for all faiths",""
"temples","rajniti_b14","Expansion of military bases",""
"temples","rajniti_c14","This was developed by Persian scholars who studied at Indian universities",""
"temples","rajniti_explain14","After the devastating Kalinga War, Ashoka carved his policies on rock across his empire. He established hospitals, planted trees along roads, and protected 24 animal species. History\",""
"temples","rajniti_q15","The Indus Valley Civilization (3300-1300 BCE) showed remarkably egalitarian urban planning. What evidence supports this?",""
"temples","rajniti_a15","No palaces, temples, or royal tombs found — houses were similarly sized, all had private bathrooms, and the Great Bath at Mohenjo-daro served all citizens",""
"temples","rajniti_b15","A clear class hierarchy visible in architecture",""
"temples","rajniti_c15","A symbolic representation in religious texts, not an actual scientific achievement",""
"temples","rajniti_explain15","The absence of monumental royal architecture in Harappan cities is unique among ancient civilizations. It suggests a society organized around civic welfare rather than royal power.",""
"temples","rajniti_q16","What does the Arthashastra say about environmental management?",""
"temples","rajniti_a16","Detailed forest management — reserved forests, elephant sanctuaries, timber harvesting regulations, and penalties for destroying trees or polluting water",""
"temples","rajniti_b16","Nothing about the environment",""
"temples","rajniti_c16","This technology was lost during the Gupta period and never recovered",""
"temples","rajniti_explain16","Chanakya established what we\",""
"temples","rajniti_q17","The ancient Indian concept of ""Rajadharma"" means what?",""
"temples","rajniti_a17","""The king\",""
"temples","rajniti_b17","The king is divine and must be obeyed",""
"temples","rajniti_c17","A later addition to the texts, not part of the original ancient knowledge",""
"temples","rajniti_explain17","Rajadharma is revolutionary: power comes with responsibility. The Mahabharata states: ""There is no greater sin than a king who does not protect his subjects."" This is constitutional monarchy before constitutions.",""
"temples","rajniti_q18","Kautilya (Chanakya) described what intelligence methodology that modern agencies still use?",""
"temples","rajniti_a18","The principle of ""disinformation through truth"" — spreading true but misleading information to manipulate enemy decisions",""
"temples","rajniti_b18","Simple military scouts",""
"temples","rajniti_c18","This was a theoretical concept that was never practically implemented",""
"temples","rajniti_explain18","Chanakya\",""
"temples","rajniti_q19","The Sangha system in Buddhism and Jainism pioneered what organizational concept?",""
"temples","rajniti_a19","Democratic decision-making by consensus — rules voted upon, dissent recorded, minorities protected. A functioning republic within a religious order",""
"temples","rajniti_b19","Absolute authority of the leader",""
"temples","rajniti_c19","A folk tradition with no basis in systematic scientific observation",""
"temples","rajniti_explain19","The Sangha\",""
"temples","krishi_q0","The Indus Valley civilization (3000 BCE) practiced what advanced agricultural technique?",""
"temples","krishi_a0","Flood-retreat farming along the Indus + irrigation channels + granary storage systems covering entire cities",""
"temples","krishi_b0","Only rain-fed farming",""
"temples","krishi_c0","This knowledge existed only in one small region and was not widespread",""
"temples","krishi_explain0","Harappan cities had centralized granaries (like Mohenjo-daro\",""
"temples","krishi_q1","The ancient Indian text ""Krishi Parasara"" (1st century CE) describes what?",""
"temples","krishi_a1","A complete agricultural manual — soil classification, seed selection, weather prediction, crop rotation, pest management, and water harvesting",""
"temples","krishi_b1","Only prayers for good harvest",""
"temples","krishi_c1","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"temples","krishi_explain1","Krishi Parasara is one of the world\",""
"temples","krishi_q2","Surapala\",""
"temples","krishi_a2","Plant science (botany/arboriculture) — seed germination, plant diseases, grafting techniques, natural pesticides, and soil improvement",""
"temples","krishi_b2","Animal husbandry",""
"temples","krishi_c2","This was adapted from Babylonian sources and modified for Indian context",""
"temples","krishi_explain2","Vrikshayurveda describes bio-pesticides (neem, turmeric), organic fertilizers (decomposed matter), and even plant hormones — 1,000 years before modern botany.",""
"temples","krishi_q3","The ""Tankha"" system of water management in Rajasthan is how old?",""
"temples","krishi_a3","Over 5,000 years — underground cisterns that harvest every drop of rain in the desert, keeping water cool through evaporative cooling",""
"temples","krishi_b3","About 500 years",""
"temples","krishi_c3","A mythological reference, not a literal scientific achievement",""
"temples","krishi_explain3","Rajasthan\",""
"temples","krishi_q4","India domesticated which crop that now feeds half the world?",""
"temples","krishi_a4","Rice — domesticated in the Ganges plains ~8000 BCE, making India one of the two independent origins of rice cultivation",""
"temples","krishi_b4","Wheat",""
"temples","krishi_c4","This was achieved through trial and error, not systematic understanding",""
"temples","krishi_explain4","Archaeological evidence from Lahuradewa (UP) shows rice cultivation ~8000 BCE. India gave the world rice, cotton, sugarcane, jute, and many spices.",""
"temples","krishi_q5","The Arthashastra describes a government department for what environmental purpose?",""
"temples","krishi_a5","Forest management — reserved forests, wildlife protection, regulated timber harvesting, and penalties for harming certain trees",""
"temples","krishi_b5","Mining and extraction",""
"temples","krishi_c5","A practice that modern science has found to have no measurable effect",""
"temples","krishi_explain5","Chanakya established what we\",""
"temples","krishi_q6","What is ""Panchagavya"" in traditional Indian agriculture?",""
"temples","krishi_a6","A mixture of five cow products (milk, curd, ghee, urine, dung) used as organic fertilizer and pest repellent",""
"temples","krishi_b6","A type of crop rotation",""
"temples","krishi_c6","This knowledge was common across all ancient civilizations simultaneously",""
